epoch,tau,train_loss,train_target_mae_wm2,train_input_mae_wm2,train_base_mae_wm2,train_improvement_vs_input_wm2,train_improvement_vs_base_wm2,train_l1_vs_input,train_coverage_mean,val_target_mae_wm2,val_input_mae_wm2,val_base_mae_wm2,val_improvement_vs_input_wm2,val_improvement_vs_base_wm2,val_l1_vs_input,val_coverage_mean,lr
1,1.181111111111111,77.25458110462536,97.0623779296875,90.85822365500711,86.2787919477983,-6.204154274680391,-10.783585981889203,0.1558028134432706,0.44156400723890826,96.61408770525897,102.33212054217303,95.73365642406323,5.7180328369140625,-0.8804312811957402,0.2193264232741462,0.5867805944548713,0.0002
2,1.1622222222222223,84.35233306884766,103.1693184592507,101.29057728160511,92.99140305952592,-1.878741177645594,-10.177915399724782,0.12557145682248202,0.49772505868564954,81.16923537077727,102.10913425021701,95.73365642406323,20.93989887943974,14.564421053285955,0.2471968796518114,0.6352666947576735,0.0002
3,1.1433333333333333,80.35322709517045,100.33380681818181,93.38399158824573,87.59765902432528,-6.949815229936078,-12.736147793856532,0.12876912409609015,0.48883730985901575,70.94642172919379,102.48480394151476,95.73365642406323,31.53838221232097,24.78723469486944,0.18602920792720937,0.5471657978163825,0.0002
4,1.1244444444444444,68.4081205888228,87.29969371448864,87.59271378950639,80.54087482799183,0.2930200750177505,-6.758818886496812,0.130536981604316,0.46743227676911786,71.79279991432473,102.53110871491609,95.73365642406323,30.738308800591355,23.940856509738495,0.09610958811309603,0.38944329376573916,0.0002
5,1.1055555555555556,74.496394070712,94.47540005770597,94.2933183149858,85.87563948197798,-0.18208174272017175,-8.599760575727984,0.13049924644556912,0.4638283306902105,71.57891308819806,102.49085066053603,95.73365642406323,30.911937572337962,24.154743335865163,0.09611009530447147,0.38946994697606124,0.0002
6,1.0866666666666667,76.81225204467773,96.10784357244319,91.53929901123047,82.67973605069247,-4.568544561212718,-13.428107521750718,0.12052798406644301,0.36441015926274384,71.53783897117331,101.96690368652344,95.73365642406323,30.429064715350123,24.195817452889912,0.09611892755384799,0.38947433674776993,0.0002
7,1.0677777777777777,91.38027607310902,111.36199604381214,100.28041631525213,88.73414334383878,-11.081579728560015,-22.62785269997336,0.12359409711577675,0.36827631430192426,71.90796364678278,101.46287367078993,95.73365642406323,29.554910024007157,23.82569277728045,0.09611871341864268,0.3894430939798002,0.0002
8,1.0488888888888888,82.50256694446911,102.93071954900569,98.5791015625,92.57048797607422,-4.351617986505687,-10.360231572931468,0.11954109032045711,0.5149128003553911,71.88605047155309,102.93445926242404,95.73365642406323,31.04840879087095,23.847605952510136,0.09655424455801646,0.39000068991272535,0.0002
9,1.03,85.81564539129084,105.76234019886364,101.64518737792969,95.6485824584961,-4.117152820933953,-10.113757740367546,0.11487993801181967,0.3947272111069072,71.38533867730035,101.28444869429977,95.73365642406323,29.899110016999416,24.348317746762874,0.1000204003519482,0.391943562913824,0.00012
